Order Number,Sales Channel,Warehouse Code,Procured Date,Order Date,Ship Date,Delivery Date,Team ID,Team,Customer ID,Store ID,Product ID,Product,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0001145,Wholesale,WARE-NMK1003,8/18/2018,9/29/2018,10/3/2018,10/8/2018,27,Grand Marais,6,131,3,Break Pad Set,6,5%,1809,211.19
SO - 0001146,Online,WARE-UHY1004,4/9/2018,9/30/2018,10/4/2018,10/15/2018,13,Fergus Falls,22,215,47,Hood Ornament,4,7.50%,5118.8,396.81
SO - 0001147,Online,WARE-UHY1004,5/28/2018,9/30/2018,10/4/2018,10/6/2018,12,Thief River Falls,42,243,29,Radiator Cap - Custom,2,10%,978.2,770.71
SO - 0001148,In-Store,WARE-UHY1004,7/22/2018,9/30/2018,10/4/2018,10/6/2018,11,Glenwood,29,215,11,AC Unit,3,5%,770.5,1786.59
SO - 0001149,In-Store,WARE-XYS1001,7/24/2018,9/30/2018,10/3/2018,10/10/2018,12,Thief River Falls,39,22,41,Antenna,8,7.50%,1085.4,83.64
SO - 000115,In-Store,WARE-NMK1003,11/13/2017,1/6/2018,1/10/2018,1/18/2018,9,Olivia,32,138,6,Distributor Cap,6,15%,3932.9,129.04
SO - 0001150,In-Store,WARE-PUJ1005,6/28/2018,9/30/2018,10/3/2018,10/9/2018,10,Redwood Falls,15,309,36,Rear Axel,5,5%,1989.9,1099.4
SO - 0001151,In-Store,WARE-XYS1001,4/29/2018,9/30/2018,10/3/2018,10/12/2018,10,Redwood Falls,4,22,1,Leaf Springs,4,5%,2907.8,1028.78
SO - 0001152,Wholesale,WARE-XYS1001,7/23/2018,9/30/2018,10/1/2018,10/6/2018,28,Montevideo,32,56,10,Coolant Sensor,8,7.50%,1165.8,689.31
SO - 0001153,Online,WARE-NMK1003,9/16/2018,9/30/2018,10/4/2018,10/15/2018,14,Worthington,26,116,36,Rear Axel,4,7.50%,5715.1,1099.4
SO - 0001154,Online,WARE-NMK1003,6/13/2018,9/30/2018,10/4/2018,10/12/2018,15,St.Peter,35,160,38,Blinker Set,7,10%,1695.1,800.13
SO - 0001155,Distributor,WARE-NMK1003,8/1/2017,1/10/2018,1/14/2018,1/20/2018,21,Marshall,18,156,45,Rearview Mirror,1,20%,1038.5,313.72
SO - 0001156,In-Store,WARE-PUJ1005,9/15/2017,1/10/2018,1/14/2018,1/23/2018,4,Owatonna,32,315,23,Quarter Panel - Rear,7,5%,5788.8,338.25
SO - 0001157,Online,WARE-XYS1001,9/17/2017,1/10/2018,1/14/2018,1/15/2018,12,Thief River Falls,9,21,42,Bumper - Front,2,15%,2237.8,480.27
SO - 0001158,Wholesale,WARE-MKL1006,10/3/2017,1/10/2018,1/13/2018,1/19/2018,25,Park Rapids,46,330,36,Rear Axel,7,15%,1132.3,1099.4
SO - 0001159,In-Store,WARE-NMK1003,11/27/2017,1/10/2018,1/15/2018,1/20/2018,10,Redwood Falls,19,89,12,Gear Shift Knob,4,5%,891.1,98.45
SO - 000116,In-Store,WARE-MKL1006,9/9/2017,1/6/2018,1/12/2018,1/16/2018,5,Gaylord,11,354,25,Trunk,3,5%,1112.2,1074.1
SO - 0001160,Online,WARE-XYS1001,8/25/2017,1/10/2018,1/12/2018,1/16/2018,16,Austin,41,20,9,Coolant Tank,4,5%,3819,271.39
SO - 0001161,Distributor,WARE-PUJ1005,8/27/2017,2/10/2018,2/16/2018,2/27/2018,21,Marshall,9,287,9,Coolant Tank,6,15%,1232.8,271.39
SO - 0001162,Online,WARE-XYS1001,1/2/2018,2/10/2018,2/16/2018,2/25/2018,12,Thief River Falls,25,14,44,Cruise Control,3,7.50%,6331.5,863.58
SO - 0001163,Online,WARE-XYS1001,11/19/2017,2/10/2018,2/15/2018,2/22/2018,13,Fergus Falls,2,51,44,Cruise Control,6,10%,917.9,863.58
SO - 0001164,Online,WARE-UHY1004,11/21/2017,2/10/2018,2/11/2018,2/20/2018,14,Worthington,38,246,38,Blinker Set,4,5%,1333.3,800.13
SO - 0001165,Online,WARE-NMK1003,9/25/2017,2/10/2018,2/14/2018,2/19/2018,15,St.Peter,43,97,24,Hood,4,15%,5467.2,707.85
SO - 0001166,Online,WARE-PUJ1005,9/21/2017,2/10/2018,2/13/2018,2/17/2018,15,St.Peter,15,310,34,Ignition System,3,10%,5896,526.6
SO - 0001167,In-Store,WARE-NBV1002,1/3/2018,2/10/2018,2/15/2018,2/17/2018,5,Gaylord,22,78,25,Trunk,1,20%,1809,1074.1
SO - 0001168,Online,WARE-NBV1002,11/21/2017,2/10/2018,2/13/2018,2/21/2018,15,St.Peter,26,84,17,Seatbelt,4,7.50%,1112.2,55.61
SO - 0001169,Distributor,WARE-NMK1003,2/12/2018,3/10/2018,3/14/2018,3/22/2018,25,Park Rapids,1,186,4,Break Router,4,5%,2546,193.82
SO - 000117,In-Store,WARE-PUJ1005,11/26/2017,1/6/2018,1/11/2018,1/20/2018,9,Olivia,10,320,6,Distributor Cap,3,7.50%,1239.5,129.04
SO - 0001170,In-Store,WARE-UHY1004,9/20/2017,3/10/2018,3/15/2018,3/23/2018,10,Redwood Falls,34,228,27,Door Handle Set,8,5%,1139,1403.72
SO - 0001171,In-Store,WARE-UHY1004,9/17/2017,3/10/2018,3/15/2018,3/19/2018,8,Luverne,49,223,26,Door Handle,2,5%,3872.6,162.29
SO - 0001172,Online,WARE-XYS1001,2/20/2018,3/10/2018,3/15/2018,3/20/2018,18,Lichfield,5,37,42,Bumper - Front,8,15%,1326.6,480.27
SO - 0001173,Distributor,WARE-MKL1006,10/19/2017,3/10/2018,3/12/2018,3/21/2018,21,Marshall,40,347,3,Break Pad Set,4,10%,2525.9,211.19
SO - 0001174,Online,WARE-NMK1003,11/10/2017,3/10/2018,3/16/2018,3/27/2018,19,Fairmont,3,141,1,Leaf Springs,4,15%,924.6,1028.78
SO - 0001175,Distributor,WARE-NMK1003,1/29/2018,3/10/2018,3/15/2018,3/25/2018,24,Mora,49,128,11,AC Unit,5,5%,261.3,1786.59
SO - 0001176,Online,WARE-XYS1001,1/9/2018,4/10/2018,4/11/2018,4/19/2018,12,Thief River Falls,50,15,8,Transmission,6,10%,234.5,2610.59
SO - 0001177,Distributor,WARE-PUJ1005,11/2/2017,4/10/2018,4/15/2018,4/24/2018,25,Park Rapids,35,327,26,Door Handle,8,5%,5775.4,162.29
SO - 0001178,Online,WARE-NMK1003,3/25/2018,4/10/2018,4/12/2018,4/14/2018,20,Glencoe,35,182,45,Rearview Mirror,6,5%,3852.5,313.72
SO - 0001179,Online,WARE-NMK1003,3/18/2018,4/10/2018,4/15/2018,4/20/2018,18,Lichfield,9,150,30,Radiator,4,5%,1045.2,1818.48
SO - 000118,In-Store,WARE-XYS1001,7/25/2017,1/6/2018,1/9/2018,1/19/2018,8,Luverne,30,21,3,Break Pad Set,4,10%,984.9,211.19
SO - 0001180,Wholesale,WARE-MKL1006,11/2/2017,4/10/2018,4/12/2018,4/13/2018,27,Grand Marais,9,342,29,Radiator Cap - Custom,2,15%,864.3,770.71
SO - 0001181,In-Store,WARE-NMK1003,11/15/2017,4/10/2018,4/13/2018,4/19/2018,7,Roseau,49,93,26,Door Handle,5,5%,2559.4,162.29
SO - 0001182,In-Store,WARE-UHY1004,3/8/2018,5/10/2018,5/12/2018,5/15/2018,9,Olivia,35,204,14,Window Switch - Rear,6,10%,1922.9,444.93
SO - 0001183,In-Store,WARE-XYS1001,12/27/2017,5/10/2018,5/15/2018,5/21/2018,6,Elk River,45,17,40,Blinker Fluid,8,7.50%,3979.8,17.05
SO - 0001184,In-Store,WARE-PUJ1005,2/9/2018,5/10/2018,5/12/2018,5/21/2018,7,Roseau,7,299,23,Quarter Panel - Rear,6,10%,917.9,338.25
SO - 0001185,In-Store,WARE-NMK1003,12/22/2017,5/10/2018,5/11/2018,5/15/2018,8,Luverne,8,173,24,Hood,1,7.50%,3671.6,707.85
SO - 0001186,Online,WARE-NMK1003,4/11/2018,5/10/2018,5/12/2018,5/20/2018,14,Worthington,14,201,35,Front Axel,6,20%,1018.4,1176.68
SO - 0001187,Wholesale,WARE-NMK1003,12/22/2017,6/10/2018,6/13/2018,6/24/2018,25,Park Rapids,2,139,25,Trunk,3,15%,1051.9,1074.1
SO - 0001188,Online,WARE-XYS1001,1/31/2018,6/10/2018,6/14/2018,6/19/2018,19,Fairmont,17,54,20,Door - Front,4,30%,1025.1,660.94
SO - 0001189,Wholesale,WARE-PUJ1005,12/23/2017,6/10/2018,6/13/2018,6/21/2018,26,Red Wing,46,270,45,Rearview Mirror,2,5%,194.3,313.72
SO - 000119,In-Store,WARE-MKL1006,12/14/2017,1/6/2018,1/12/2018,1/21/2018,5,Gaylord,5,349,20,Door - Front,4,10%,5581.1,660.94
SO - 0001190,In-Store,WARE-NBV1002,6/3/2018,6/10/2018,6/13/2018,6/20/2018,4,Owatonna,12,81,45,Rearview Mirror,2,7.50%,3993.2,313.72
SO - 0001191,In-Store,WARE-NBV1002,5/16/2018,6/10/2018,6/15/2018,6/23/2018,12,Thief River Falls,36,78,31,Radiator Cap - Standard,5,5%,5567.7,79.87
SO - 0001192,In-Store,WARE-NMK1003,2/13/2018,6/10/2018,6/12/2018,6/22/2018,1,Granite Falls,42,119,3,Break Pad Set,8,5%,1065.3,211.19
SO - 0001193,Online,WARE-NMK1003,2/13/2018,6/10/2018,6/11/2018,6/13/2018,14,Worthington,5,156,12,Gear Shift Knob,5,7.50%,1072,98.45
SO - 0001194,Wholesale,WARE-PUJ1005,5/19/2018,6/10/2018,6/13/2018,6/14/2018,25,Park Rapids,41,273,34,Ignition System,1,10%,214.4,526.6
SO - 0001195,In-Store,WARE-XYS1001,5/14/2018,7/10/2018,7/15/2018,7/23/2018,4,Owatonna,41,44,26,Door Handle,2,10%,5112.1,162.29
SO - 0001196,In-Store,WARE-NMK1003,2/14/2018,7/10/2018,7/14/2018,7/24/2018,7,Roseau,11,160,47,Hood Ornament,7,10%,904.5,396.81
SO - 0001197,Wholesale,WARE-PUJ1005,4/5/2018,7/10/2018,7/13/2018,7/22/2018,26,Red Wing,6,303,42,Bumper - Front,4,15%,2324.9,480.27
SO - 0001198,In-Store,WARE-UHY1004,3/28/2018,7/10/2018,7/14/2018,7/19/2018,11,Glenwood,32,211,33,Radiator Fluid,8,7.50%,3993.2,90.21
SO - 0001199,Online,WARE-PUJ1005,2/18/2018,7/10/2018,7/14/2018,7/15/2018,12,Thief River Falls,4,283,6,Distributor Cap,3,15%,1025.1,129.04
SO - 000120,Online,WARE-NMK1003,9/3/2017,1/6/2018,1/9/2018,1/12/2018,14,Worthington,23,134,24,Hood,4,5%,3095.4,707.85
SO - 0001200,In-Store,WARE-NMK1003,6/12/2018,7/10/2018,7/14/2018,7/22/2018,7,Roseau,32,108,1,Leaf Springs,1,5%,1306.5,1028.78
SO - 0001201,In-Store,WARE-XYS1001,4/28/2018,7/10/2018,7/13/2018,7/14/2018,12,Thief River Falls,24,26,39,Break Light,5,10%,254.6,55.82
SO - 0001202,Online,WARE-UHY1004,6/13/2018,7/10/2018,7/15/2018,7/21/2018,20,Glencoe,48,229,7,Distributor Wire,2,5%,1896.1,24.83
SO - 0001203,In-Store,WARE-NMK1003,5/4/2018,8/10/2018,8/14/2018,8/15/2018,11,Glenwood,10,185,20,Door - Front,3,7.50%,1058.6,660.94
SO - 0001204,Wholesale,WARE-UHY1004,5/20/2018,8/10/2018,8/13/2018,8/22/2018,26,Red Wing,15,253,27,Door Handle Set,1,5%,4020,1403.72
SO - 0001205,In-Store,WARE-NMK1003,6/17/2018,8/10/2018,8/15/2018,8/24/2018,2,Buffalo,31,130,3,Break Pad Set,5,20%,2003.3,211.19
SO - 0001206,In-Store,WARE-UHY1004,4/1/2018,8/10/2018,8/14/2018,8/19/2018,3,St. James,13,233,47,Hood Ornament,6,7.50%,5165.7,396.81
SO - 0001207,Online,WARE-NBV1002,8/7/2018,8/10/2018,8/14/2018,8/17/2018,17,Milaca,16,59,19,Trunk Release,6,30%,5145.6,42.75
SO - 0001208,Online,WARE-MKL1006,5/1/2018,8/10/2018,8/13/2018,8/18/2018,14,Worthington,5,333,19,Trunk Release,4,20%,1936.3,42.75
SO - 0001209,Wholesale,WARE-NMK1003,6/2/2018,9/10/2018,9/14/2018,9/17/2018,26,Red Wing,1,136,31,Radiator Cap - Standard,7,7.50%,174.2,79.87
SO - 000121,Wholesale,WARE-NMK1003,7/28/2017,1/6/2018,1/8/2018,1/12/2018,25,Park Rapids,46,193,33,Radiator Fluid,4,40%,2278,90.21
SO - 0001210,Distributor,WARE-PUJ1005,6/13/2018,9/10/2018,9/13/2018,9/23/2018,24,Mora,48,300,12,Gear Shift Knob,1,5%,1728.6,98.45
SO - 0001211,In-Store,WARE-NBV1002,8/2/2018,9/10/2018,9/13/2018,9/22/2018,10,Redwood Falls,37,61,40,Blinker Fluid,5,15%,1809,17.05
SO - 0001212,In-Store,WARE-NMK1003,7/24/2018,9/10/2018,9/14/2018,9/18/2018,5,Gaylord,22,184,27,Door Handle Set,7,7.50%,3517.5,1403.72
SO - 0001213,In-Store,WARE-XYS1001,7/10/2018,9/10/2018,9/13/2018,9/16/2018,9,Olivia,23,13,34,Ignition System,5,7.50%,2659.9,526.6
SO - 0001214,Online,WARE-PUJ1005,8/23/2018,9/10/2018,9/14/2018,9/20/2018,20,Glencoe,24,275,24,Hood,3,10%,2351.7,707.85
SO - 0001215,In-Store,WARE-PUJ1005,5/27/2018,10/10/2018,10/14/2018,10/24/2018,1,Granite Falls,43,309,39,Break Light,5,7.50%,180.9,55.82
SO - 0001216,Distributor,WARE-NMK1003,7/15/2018,10/10/2018,10/12/2018,10/16/2018,24,Mora,21,109,29,Radiator Cap - Custom,3,7.50%,1118.9,770.71
SO - 0001217,In-Store,WARE-NMK1003,5/1/2018,10/10/2018,10/11/2018,10/13/2018,9,Olivia,36,155,46,Trunk Carpet,3,15%,2010,91.33
SO - 0001218,Wholesale,WARE-NMK1003,5/7/2018,10/10/2018,10/11/2018,10/21/2018,27,Grand Marais,19,189,39,Break Light,5,5%,1206,55.82
SO - 0001219,Distributor,WARE-XYS1001,9/7/2018,10/10/2018,10/13/2018,10/16/2018,22,Two Harbors,20,2,46,Trunk Carpet,1,5%,180.9,91.33
SO - 000122,In-Store,WARE-PUJ1005,10/2/2017,2/6/2018,2/11/2018,2/18/2018,2,Buffalo,14,282,1,Leaf Springs,7,7.50%,991.6,1028.78
SO - 0001220,In-Store,WARE-UHY1004,10/26/2018,11/10/2018,11/14/2018,11/25/2018,8,Luverne,12,245,3,Break Pad Set,1,7.50%,3886,211.19
SO - 0001221,Online,WARE-MKL1006,5/31/2018,11/10/2018,11/12/2018,11/21/2018,13,Fergus Falls,12,359,10,Coolant Sensor,3,7.50%,6505.7,689.31
SO - 0001222,Online,WARE-XYS1001,6/6/2018,11/10/2018,11/12/2018,11/20/2018,16,Austin,4,35,36,Rear Axel,3,5%,1051.9,1099.4
SO - 0001223,In-Store,WARE-PUJ1005,10/27/2018,11/10/2018,11/14/2018,11/22/2018,7,Roseau,40,287,22,Quarter Panel - Front,4,5%,1092.1,368.39
SO - 0001224,In-Store,WARE-XYS1001,5/21/2018,11/10/2018,11/15/2018,11/17/2018,10,Redwood Falls,42,17,47,Hood Ornament,4,15%,2492.4,396.81
SO - 0001225,Distributor,WARE-MKL1006,9/17/2018,11/10/2018,11/15/2018,11/18/2018,24,Mora,17,355,16,Seat - Rear,6,7.50%,3892.7,511.83
SO - 0001226,Distributor,WARE-MKL1006,8/9/2018,12/10/2018,12/15/2018,12/21/2018,20,Glencoe,21,367,33,Radiator Fluid,7,40%,2505.8,90.21
SO - 0001227,Wholesale,WARE-UHY1004,11/30/2018,12/10/2018,12/15/2018,12/18/2018,27,Grand Marais,50,253,43,Bumper - Rear,8,10%,824.1,574.36
SO - 0001228,Distributor,WARE-UHY1004,7/26/2018,12/10/2018,12/14/2018,12/25/2018,21,Marshall,35,253,10,Coolant Sensor,8,5%,690.1,689.31
SO - 0001229,In-Store,WARE-NBV1002,11/29/2018,12/10/2018,12/12/2018,12/23/2018,10,Redwood Falls,25,66,21,Door - Rear,5,20%,2365.1,468.99
SO - 000123,In-Store,WARE-XYS1001,11/6/2017,2/6/2018,2/9/2018,2/13/2018,7,Roseau,40,20,35,Front Axel,2,20%,3979.8,1176.68
SO - 0001230,In-Store,WARE-NBV1002,10/5/2018,12/10/2018,12/15/2018,12/19/2018,11,Glenwood,42,65,22,Quarter Panel - Front,8,30%,1072,368.39
SO - 0001231,Online,WARE-MKL1006,11/13/2018,12/10/2018,12/11/2018,12/20/2018,15,St.Peter,17,355,29,Radiator Cap - Custom,3,7.50%,1065.3,770.71
SO - 0001232,Online,WARE-UHY1004,8/9/2018,12/10/2018,12/15/2018,12/22/2018,18,Lichfield,8,256,11,AC Unit,7,10%,2586.2,1786.59
SO - 0001233,In-Store,WARE-PUJ1005,9/10/2018,10/13/2018,10/16/2018,10/25/2018,6,Elk River,46,325,8,Transmission,2,5%,207.7,2610.59
SO - 0001234,Online,WARE-XYS1001,10/9/2018,10/13/2018,10/17/2018,10/25/2018,15,St.Peter,26,47,7,Distributor Wire,5,7.50%,4006.6,24.83
SO - 0001235,In-Store,WARE-XYS1001,9/4/2018,10/13/2018,10/18/2018,10/23/2018,10,Redwood Falls,40,56,9,Coolant Tank,6,15%,2331.6,271.39
SO - 0001236,Distributor,WARE-NMK1003,10/2/2018,10/13/2018,10/18/2018,10/25/2018,24,Mora,31,100,41,Antenna,7,30%,1018.4,83.64
SO - 0001237,Online,WARE-XYS1001,7/9/2018,10/13/2018,10/18/2018,10/21/2018,19,Fairmont,18,12,20,Door - Front,3,20%,5628,660.94
SO - 0001238,Distributor,WARE-NMK1003,6/8/2018,10/13/2018,10/18/2018,10/25/2018,24,Mora,49,119,8,Transmission,3,20%,2546,2610.59
SO - 0001239,Online,WARE-MKL1006,6/19/2018,10/13/2018,10/15/2018,10/26/2018,14,Worthington,19,331,10,Coolant Sensor,5,7.50%,857.6,689.31
SO - 000124,Distributor,WARE-UHY1004,10/4/2017,2/6/2018,2/11/2018,2/18/2018,24,Mora,19,218,15,Seat - Front,3,40%,1969.8,353.1
SO - 0001240,In-Store,WARE-NMK1003,7/17/2018,10/14/2018,10/16/2018,10/21/2018,8,Luverne,16,88,43,Bumper - Rear,7,7.50%,3906.1,574.36
SO - 0001241,In-Store,WARE-UHY1004,7/14/2018,10/14/2018,10/17/2018,10/25/2018,3,St. James,11,258,9,Coolant Tank,8,5%,1005,271.39
SO - 0001242,Distributor,WARE-PUJ1005,6/27/2018,10/14/2018,10/18/2018,10/21/2018,24,Mora,39,305,25,Trunk,4,5%,844.2,1074.1
SO - 0001243,Distributor,WARE-XYS1001,5/24/2018,10/14/2018,10/16/2018,10/22/2018,25,Park Rapids,45,32,16,Seat - Rear,3,7.50%,1031.8,511.83
SO - 0001244,In-Store,WARE-PUJ1005,7/29/2018,10/15/2018,10/19/2018,10/26/2018,6,Elk River,6,301,1,Leaf Springs,2,5%,924.6,1028.78
SO - 0001245,In-Store,WARE-PUJ1005,9/16/2018,10/15/2018,10/19/2018,10/25/2018,7,Roseau,46,299,34,Ignition System,6,7.50%,1072,526.6
SO - 0001246,Wholesale,WARE-NBV1002,5/7/2018,10/15/2018,10/19/2018,10/30/2018,26,Red Wing,32,75,28,CV Joint,5,15%,261.3,1294.12
SO - 0001247,Online,WARE-XYS1001,9/14/2018,10/15/2018,10/16/2018,10/17/2018,18,Lichfield,45,39,22,Quarter Panel - Front,4,5%,1065.3,368.39
SO - 0001248,In-Store,WARE-UHY1004,9/9/2018,10/15/2018,10/19/2018,10/20/2018,12,Thief River Falls,38,229,1,Leaf Springs,5,15%,1929.6,1028.78
SO - 0001249,Online,WARE-XYS1001,7/9/2018,10/15/2018,10/17/2018,10/27/2018,18,Lichfield,17,28,43,Bumper - Rear,3,10%,5460.5,574.36
SO - 000125,In-Store,WARE-NMK1003,8/23/2017,2/6/2018,2/8/2018,2/10/2018,4,Owatonna,15,173,13,Window Switch - Front,1,15%,268,492.45
SO - 0001250,Distributor,WARE-UHY1004,7/17/2018,10/15/2018,10/16/2018,10/26/2018,24,Mora,27,229,33,Radiator Fluid,1,5%,1815.7,90.21
SO - 0001251,Online,WARE-NMK1003,6/14/2018,10/15/2018,10/16/2018,10/25/2018,18,Lichfield,42,170,15,Seat - Front,6,20%,944.7,353.1
SO - 0001252,In-Store,WARE-MKL1006,9/8/2018,10/15/2018,10/20/2018,10/29/2018,3,St. James,8,347,12,Gear Shift Knob,7,5%,850.9,98.45
SO - 0001253,Online,WARE-NBV1002,6/3/2018,10/15/2018,10/18/2018,10/24/2018,15,St.Peter,40,71,46,Trunk Carpet,5,7.50%,207.7,91.33
SO - 0001254,Online,WARE-NMK1003,9/25/2018,10/15/2018,10/19/2018,10/20/2018,14,Worthington,22,110,16,Seat - Rear,5,10%,1916.2,511.83
SO - 0001255,Online,WARE-UHY1004,5/9/2018,10/16/2018,10/21/2018,10/25/2018,19,Fairmont,28,223,10,Coolant Sensor,2,10%,1889.4,689.31
SO - 0001256,In-Store,WARE-NMK1003,8/8/2018,10/16/2018,10/20/2018,10/30/2018,6,Elk River,4,91,20,Door - Front,3,7.50%,241.2,660.94
SO - 0001257,Distributor,WARE-NMK1003,9/24/2018,10/16/2018,10/18/2018,10/23/2018,24,Mora,3,115,12,Gear Shift Knob,6,7.50%,6016.6,98.45
SO - 0001258,Distributor,WARE-XYS1001,7/4/2018,10/16/2018,10/20/2018,10/25/2018,23,Willmar,42,35,23,Quarter Panel - Rear,3,7.50%,1072,338.25
SO - 0001259,In-Store,WARE-XYS1001,6/29/2018,10/16/2018,10/22/2018,10/28/2018,8,Luverne,50,2,1,Leaf Springs,4,15%,3825.7,1028.78
SO - 000126,Online,WARE-NMK1003,1/4/2018,2/6/2018,2/8/2018,2/11/2018,18,Lichfield,46,110,24,Hood,7,10%,174.2,707.85
SO - 0001260,In-Store,WARE-MKL1006,5/20/2018,10/17/2018,10/22/2018,10/26/2018,3,St. James,1,352,17,Seatbelt,6,5%,2814,55.61
SO - 0001261,In-Store,WARE-PUJ1005,6/10/2018,10/17/2018,10/18/2018,10/26/2018,10,Redwood Falls,33,270,20,Door - Front,8,5%,2619.7,660.94
SO - 0001262,Wholesale,WARE-NMK1003,9/28/2018,10/17/2018,10/20/2018,10/21/2018,26,Red Wing,48,157,8,Transmission,7,30%,1118.9,2610.59
SO - 0001263,In-Store,WARE-NMK1003,5/16/2018,10/17/2018,10/18/2018,10/21/2018,8,Luverne,7,169,25,Trunk,2,5%,1072,1074.1
SO - 0001264,In-Store,WARE-NMK1003,5/8/2018,10/17/2018,10/19/2018,10/27/2018,9,Olivia,20,169,19,Trunk Release,2,5%,3946.3,42.75
SO - 0001265,In-Store,WARE-PUJ1005,9/8/2018,10/17/2018,10/22/2018,10/25/2018,9,Olivia,25,315,43,Bumper - Rear,7,5%,241.2,574.36
SO - 0001266,Online,WARE-NMK1003,4/22/2018,10/18/2018,10/20/2018,10/28/2018,19,Fairmont,46,151,14,Window Switch - Rear,2,5%,241.2,444.93
SO - 0001267,Online,WARE-UHY1004,7/23/2018,10/18/2018,10/23/2018,10/28/2018,13,Fergus Falls,9,260,40,Blinker Fluid,8,40%,1005,17.05
SO - 0001268,Online,WARE-NMK1003,7/19/2018,10/18/2018,10/22/2018,10/30/2018,18,Lichfield,42,139,34,Ignition System,1,10%,234.5,526.6
SO - 0001269,In-Store,WARE-NMK1003,5/26/2018,10/18/2018,10/19/2018,10/20/2018,4,Owatonna,33,142,19,Trunk Release,4,15%,904.5,42.75
SO - 000127,In-Store,WARE-UHY1004,8/18/2017,2/6/2018,2/8/2018,2/18/2018,7,Roseau,32,229,46,Trunk Carpet,3,7.50%,2988.2,91.33
SO - 0001270,In-Store,WARE-NMK1003,4/26/2018,10/18/2018,10/19/2018,10/24/2018,10,Redwood Falls,12,88,32,Radiator Sensor,6,15%,1085.4,683.25
SO - 0001271,In-Store,WARE-NBV1002,8/9/2018,10/18/2018,10/20/2018,10/30/2018,11,Glenwood,3,84,11,AC Unit,5,15%,1018.4,1786.59
SO - 0001272,In-Store,WARE-XYS1001,6/1/2018,10/18/2018,10/22/2018,10/28/2018,11,Glenwood,46,26,4,Break Router,4,15%,261.3,193.82
SO - 0001273,Online,WARE-PUJ1005,4/25/2018,10/18/2018,10/22/2018,10/30/2018,13,Fergus Falls,25,291,43,Bumper - Rear,5,7.50%,3939.6,574.36
SO - 0001274,Online,WARE-PUJ1005,8/20/2018,10/18/2018,10/23/2018,10/28/2018,15,St.Peter,34,302,23,Quarter Panel - Rear,4,7.50%,6117.1,338.25
SO - 0001275,Online,WARE-NMK1003,10/3/2018,10/18/2018,10/23/2018,10/28/2018,15,St.Peter,4,122,5,Break Set,2,5%,1775.5,537.09
SO - 0001276,In-Store,WARE-NMK1003,6/11/2018,10/18/2018,10/22/2018,10/29/2018,6,Elk River,1,155,40,Blinker Fluid,2,7.50%,1005,17.05
SO - 0001277,Online,WARE-MKL1006,10/15/2018,10/19/2018,10/24/2018,11/3/2018,13,Fergus Falls,48,365,36,Rear Axel,8,5%,1159.1,1099.4
SO - 0001278,In-Store,WARE-UHY1004,9/13/2018,10/19/2018,10/21/2018,10/25/2018,10,Redwood Falls,11,257,33,Radiator Fluid,7,7.50%,241.2,90.21
SO - 0001279,Distributor,WARE-NMK1003,8/24/2018,10/19/2018,10/20/2018,10/29/2018,21,Marshall,45,181,14,Window Switch - Rear,7,5%,5936.2,444.93
SO - 000128,In-Store,WARE-UHY1004,1/10/2018,2/6/2018,2/12/2018,2/16/2018,9,Olivia,32,238,36,Rear Axel,4,5%,3999.9,1099.4
SO - 0001280,Online,WARE-PUJ1005,5/2/2018,10/19/2018,10/21/2018,10/23/2018,18,Lichfield,23,306,3,Break Pad Set,6,7.50%,931.3,211.19
SO - 0001281,In-Store,WARE-NMK1003,7/27/2018,10/19/2018,10/23/2018,11/3/2018,7,Roseau,9,125,6,Distributor Cap,4,5%,1299.8,129.04
SO - 0001282,In-Store,WARE-XYS1001,4/23/2018,10/19/2018,10/21/2018,10/26/2018,1,Granite Falls,15,56,47,Hood Ornament,2,5%,5373.4,396.81
SO - 0001283,Distributor,WARE-MKL1006,8/29/2018,10/19/2018,10/20/2018,10/25/2018,23,Willmar,38,333,26,Door Handle,2,30%,2224.4,162.29
SO - 0001284,In-Store,WARE-NMK1003,6/24/2018,10/20/2018,10/24/2018,10/29/2018,9,Olivia,43,188,45,Rearview Mirror,5,7.50%,2673.3,313.72
SO - 0001285,Distributor,WARE-PUJ1005,8/8/2018,10/20/2018,10/23/2018,11/2/2018,21,Marshall,13,290,24,Hood,6,10%,3999.9,707.85
SO - 0001286,Online,WARE-UHY1004,9/9/2018,10/20/2018,10/24/2018,11/4/2018,12,Thief River Falls,18,226,40,Blinker Fluid,2,5%,3845.8,17.05
SO - 0001287,Online,WARE-NMK1003,5/6/2018,10/20/2018,10/25/2018,11/1/2018,13,Fergus Falls,44,127,18,Handbrake,2,15%,2311.5,331.25
SO - 0001288,In-Store,WARE-MKL1006,9/18/2018,10/20/2018,10/22/2018,11/1/2018,8,Luverne,43,354,34,Ignition System,3,15%,1112.2,526.6
SO - 0001289,Online,WARE-NMK1003,6/15/2018,10/20/2018,10/25/2018,11/4/2018,16,Austin,21,137,35,Front Axel,8,5%,1031.8,1176.68
SO - 000129,Distributor,WARE-NMK1003,10/31/2017,2/6/2018,2/7/2018,2/15/2018,20,Glencoe,22,97,37,Tail Light,3,5%,5976.4,22.71
SO - 0001290,In-Store,WARE-NMK1003,8/23/2018,10/20/2018,10/24/2018,11/1/2018,2,Buffalo,30,112,36,Rear Axel,4,30%,891.1,1099.4
